Nama Produk;Harga;Diskon;Harga Sebelum Diskon;Lokasi;Toko;Rating;Terjual;Estimasi Terjual;Jenis;Proses;Origin;Negara;Jumlah gram
Kopi Liberika Sumedang 1kg / Kopi Nangka;150000;0;150000;Bandung;aridyu;4.9;100+;100;Liberika;Other;Sumedang;Lokal;1000
Biji Kopi 100% Full Arabica Mandheling Roasted Commercial - BEST PRICE;165000;0;165000;Jakarta Utara;VOTRRO Coffee;4.9;10 rb+;10000;Arabika;Other;Mandheling;Other;Other
Tiga Tujuh 1kg - Biji Kopi Grosir 1kg | Coffeenatics;120000;0;120000;Medan;Coffeenatics;5.0;100+;100;Other;Other;Other;Other;1000
ARUTALA Kopi Italian Blend for Espresso Coffee 200 gram;49999;20;62500;Tangerang;Arutala Online Co.;4.9;6 rb+;6000;Blend;Other;Blend;Other;200
Kopi Luwak Liar Gayo Arabica 200gr;140000;0;140000;Medan;Morfosa Coffee;4.9;60+;60;Arabika;Luwak;Gayo;Lokal;200
Kopi Bubuk Kapal Tanker New - 780 Gr - Bubuk Halus;33600;30;48000;Kab. Tangerang;Kopi Kapal Tanker;5.0;3 rb+;3000;Other;Other;Halu;Lokal;Other
kopi liberika wongkae;15000;0;15000;Kab. Brebes;Bilqis Olstore;5.0;30+;30;Liberika;Other;Other;Other;Other
Kopi Nangka 500Gr atau Kopi Liberika Excelsa Produk Kopi Juara;60000;0;60000;Kab. Lumajang;Kopi Juara.Id;4.8;40+;40;Liberika;Other;Other;Other;500
Kopi Liberika Natural Biji Kopi Matang atau Bubuk 200gram;40000;11;45000;Tangerang;VROOM COFFEE ROASTERY;4.7;21;21;Liberika;Natural;Other;Other;200
Biji Kopi Liberika Wine Proses Roasting 1kg (100% Original);60000;0;60000;Kab. Situbondo;Mustika Djamue;4.7;60+;60;Liberika;Wine;Other;Other;1000
BUBUK KOPI ASLI ROBUSTA DAN LIBERIKA 100% KOPI TUBRUK HALUS;57000;0;57000;Surakarta;kopikas Official;5.0;30+;30;Blend;Other;Halu;Lokal;Other
Kopi Tubruk Bubuk Arabika Espresso Blend Coffee Sakha Roastery 100gr - Kopi Tubruk;19900;30;28500;Bekasi;Sakha Coffee Roastery;4.9;1 rb+;1000;Blend;Other;Blend;Other;100
Rancabali Shasika Pink (Arabica Specialty Coffee);117000;10;130000;Jakarta Selatan;Smoking Barrels Coffee;5.0;90+;90;Arabika;Other;Rancabali;Lokal;Other
250gr Kopi Bali Pupuan Tabanan Robusta. Kopi Biji / Bubuk Mutiara Bali;23900;0;23900;Kab. Badung;Kopi Bali Mutiara;4.9;1 rb+;1000;Robusta;Other;Bali;Lokal;250
ARABICA BRAZIL CERRADO FAZENDA SANTA MARIA BIJI KOPI;70000;0;70000;Medan;Coaster Roastery;5.0;50+;50;Arabika;Other;Brazil;Internasional;Other
Kopi Bubuk Arabika Aceh Gayo Takengon Kopi Hitam Arabica Coffee - 100gr,  Bubuk Halus;20000;0;20000;Medan;Morfosa Coffee;5.0;2;2;Arabika;Other;Gayo;Lokal;100
kopi Liberika Sumedang 250gr / Kopi Nangka;45000;0;45000;Bandung;aridyu;5.0;10;10;Liberika;Other;Sumedang;Lokal;250
BIJI KOPI LIBERIKA MIX ARABIKA ROASTING 1KG SUPER;72000;6;77000;Kab. Situbondo;Bangzaa Herball;5.0;8;8;Blend;Other;Other;Other;1000
Biji Kopi Liberika Nangka Wine Proses 1kg;50000;0;50000;Kab. Situbondo;Mustika Djamue;4.4;100+;100;Liberika;Wine;Other;Other;1000
Kopi Liberco Liberika Sambas 200gr Kopi Bubuk Liber.co Coffee;39000;0;39000;Kab. Sambas;Tukang Gudang;0.0;0;0;Liberika;Other;Other;Other;200
LIYBERUSKA DARK (liberika, robusta, arabica) KOPI BUBUK;15000;0;15000;Jambi;RUMAH@kebunKOPI;0.0;2;2;Blend;Other;Other;Other;Other
Roast Bean Kopi Liberika Artisan;25000;0;25000;Kab. Tanjung Jabung Timur;peatlandcoffee;5.0;6;6;Liberika;Other;Other;Other;Other
BUBUK GILING KASAR KOPI LIBERIKA MIX ARABIKA NATURAL 1KG;67000;0;67000;Kab. Situbondo;Bangzaa Herball;5.0;3;3;Blend;Other;Other;Other;1000
Kopi Liberika Senduro Madrigal Coffee 250gr Pack Liberica Excelsa;47000;0;47000;Surabaya;Madrigal Coffee Co.;4.7;7;7;Liberika;Other;Senduro;Lokal;250
Kopi nangka liberika jawabarat mukapayung;90000;0;90000;Semarang;Panna Coffee;4.9;30+;30;Liberika;Other;Mukapayung;Lokal;Other
kopinoe. kopi murni100% kopi Liberika exelsa;50000;0;50000;Kab. Jember;kopinoe;5.0;70+;70;Liberika;Other;Other;Other;Other
KOPI LIBERIKA WINE BUBUK CIBUNAR KUNINGAN;30000;0;30000;Kab. Kuningan;SASADULUR KOPI;5.0;9;9;Liberika;Wine;Cibunar;Lokal;Other
Bubuk Kopi Liberika atau Nangka 1kg;60000;0;60000;Kab. Situbondo;Mustika Djamue;4.4;50+;50;Liberika;Other;Other;Other;1000
Bubuk Kopi Putih Liberika / Nangka 1kg (100% Original);125000;0;125000;Kab. Bantul;ukupedia;0.0;0;0;Liberika;Other;Other;Other;1000
Biji Kopi Liberika Meranti khas Riau 200gr;60000;0;60000;Pekanbaru;Kopi Curah;5.0;2;2;Liberika;Other;Meranti;Lokal;200
Biji Kopi Liberika Roasting 1kg (100% Original);60000;0;60000;Kab. Situbondo;Mustika Djamue;4.3;70+;70;Liberika;Other;Other;Other;1000
Bubuk Kopi Liberika Nangka Wine Proses 1kg Kemasan Label Swalayan;65000;0;65000;Kab. Situbondo;Mustika Djamue;4.0;26;26;Liberika;Wine;Other;Other;1000
Kopi Liberika original 100gr;25000;0;25000;Jakarta Barat;henzshops;5.0;1;1;Liberika;Other;Other;Other;100
BIJI KOPI LIBERIKA LAMPUNG GRADE 1;40000;0;40000;Kab. Lampung Barat;KINGRAW SHOP;4.7;60+;60;Liberika;Other;Lampung;Lokal;Other
Kopi Liberika Arjuno 1kg single origin biji/bubuk;105000;0;105000;Surabaya;losecoffee;5.0;10;10;Liberika;Other;Arjuno;Lokal;1000
Bubuk Kopi Liberika Mix Jahe Merah 1Kg Terbukti !!;65000;0;65000;Kab. Situbondo;Bangzaa Herball;5.0;3;3;Blend;Other;Other;Other;1000
Kopi Luak Liberika Sudah Sangrai;70000;0;70000;Kab. Tanjung Jabung Barat;liberika coffe jambi;0.0;0;0;Liberika;Other;Other;Other;Other
KOPI EXCELSA LIBERIKA TEMANGGUNG;20000;0;20000;Kab. Temanggung;KEDU COFFEE;4.7;3;3;Liberika;Other;Temanggung;Lokal;Other
Biji Kopi Liberika/Nangka 500gr;30000;0;30000;Surabaya;Sarjana Kopi;5.0;3;3;Liberika;Other;Other;Other;500
BUBUK GILING KASAR KOPI ARABIKA WINE MIX LIBERIKA 1KG;75000;0;75000;Kab. Situbondo;Bangzaa Herball;5.0;2;2;Blend;Other;Other;Other;1000
kopi liberika kopinata;60000;0;60000;Kab. Bantul;Kopi Decaf Nata;5.0;100+;100;Liberika;Other;Other;Other;Other
Kopi Liberika Kopi Bedhag Djemberan 100 Gram;22900;0;22900;Kab. Jember;ETNIKAN;0.0;0;0;Liberika;Other;Other;Other;100
BIJI KOPI LIBERIKA MIX ARABIKA ROASTING 500GRAM SUPER 100%;53000;0;53000;Kab. Situbondo;Bangzaa Herball;0.0;0;0;Blend;Other;Other;Other;500
Kopi Bubuk Kapal Tanker Old - 780 Gr;33600;30;48000;Kab. Tangerang;Kopi Kapal Tanker;5.0;3 rb+;3000;Other;Other;Other;Other;Other
KAPAL API Special Silver 380 gr;24700;11;27900;Kab. Tangerang;Kapal Api Store;4.9;3 rb+;3000;Other;Other;Other;Other;Other
MANTESA HIBISCUS TEA | THERMAL WASH | SPECIALTY COFFEE FILTER - 100gr;60000;0;60000;Kab. Sleman;Hayati Coffee;5.0;70+;70;Other;Wash;Other;Other;100
Kepala Djenggot Coffee Bag Kopi Celup Extra Strong 70 gr;20000;5;21100;Tengerang;Kepala Djenggot Official;5.0;30+;30;Other;Other;Other;Other;Other
HALU FRUITY CHOCOLATE | HONEY | SPECIALTY COFFEE ESPRESSO - 100gr;65000;0;65000;Kab. Sleman;Hayati Coffee;5.0;30+;30;Other;Honey;Halu;Lokal;100
Kopi Luwak Collagen Renceng 10x25gr -10pcs [Carton];181000;14;211000;Jakarta;Kopi Luwak Official;5.0;50+;50;Other;Luwak;Other;Other;Other
Kopi Luwak High Class Dark Roast Bean 200gr Twin Pack;136800;10;152000;Jakarta;Kopi Luwak Official;4.8;250+;250;Other;Luwak;Other;Other;200
Kopi Luwak Murni Renceng 20x6.5gr - 20pcs (Carton);118000;50;236000;Jakarta;Kopi Luwak Official;4.9;100+;100;Other;Luwak;Other;Other;Other
Kopi Luwak Plus Gula Tebu Black Coffee Bag 10x25gr Twin Pack;21780;10;24200;Jakarta;Kopi Luwak Official;5.0;1 rb+;1000;Other;Luwak;Other;Other;Other
Kopi Luwak Murni Black Coffee Bag 140gr + 140gr - 3 Pcs;39750;47;75000;Jakarta;Kopi Luwak Official;5.0;250+;250;Other;Luwak;Other;Other;Other
BUBUK KOPI LIBERIKA TRIBULUS GULA AREN 1KG / SIAP SEDU / CAMPUR MIXED;60000;0;60000;Kab. Situbondo;Mustika Djamue;4.5;2;2;Blend;Other;Other;Other;1000
Kopi Liberika Lampung 250gr;35000;0;35000;Tangerang Selatan;Ladhidh Coffee & Roastery;5.0;5;5;Liberika;Other;Lampung;Lokal;250
KAPAL API Special Silver 2 X 380 gr;40000;28;55800;Kab. Tangerang;Kapal Api Store;4.9;500+;500;Other;Other;Other;Other;Other
Kopi Bubuk Kapal Tanker New - 780 Gr;33600;30;48000;Kab. Tangerang;Kopi Kapal Tanker;5.0;3 rb+;3000;Other;Other;Other;Other;Other
OZONITE MANTESA 84H | FILTER COFFEE | SPECIALTY COFFEE - 100gr;60000;0;60000;Kab. Sleman;Hayati Coffee;5.0;70+;70;Other;Other;Other;Other;100
Kopiz Arabica Lembah Kerinci Raya;130000;0;130000;Jakarta Timur;kopiz;0.0;0;0;Arabika;Other;Kerinci;Lokal;Other
Limited Edition Giftpack Kapal Api;75000;50;150000;Kab. Tangerang;Kapal Api Store;4.9;6 rb+;6000;Other;Other;Other;Other;Other
Kopi House Blend 73 1KG - Biji, 100gr;18000;0;18000;Jakarta Selatan;Kawaki Roastery;5.0;250+;250;Blend;Other;Blend;Other;1000
Biji Kopi Specialty Arabica Toraja Sapan 200 gram - Biji, 100gr;35000;0;35000;Jakarta Selatan;Kawaki Roastery;4.9;100+;100;Arabika;Other;Toraja;Lokal;200
Kopi Arabica Aceh Gayo 200 gram - Biji, 100gr;23000;0;23000;Jakarta Selatan;Kawaki Roastery;4.9;500+;500;Arabika;Other;Gayo;Lokal;200
Kopi Arabika GAYO WINE | biji Kopi Aceh single origin arabica SPECIAL;85000;15;100000;Jakarta Utara;Mr. O Coffee;4.9;10 rb+;10000;Arabika;Wine;Gayo;Lokal;Other
Jamoca Signature 70%Arabica : 30%Robusta 200g Coffee Beans Biji Kopi;37500;0;37500;Jakarta Utara;Paralel Coffee;5.0;1 rb+;1000;Blend;Other;Other;Other;Other
Excelso Kopi Robusta Gold Biji 200G;33500;0;33500;Jakarta Pusat;Excelso Official Store;5.0;4 rb+;4000;Robusta;Other;Other;Other;Other
Roasted Bean Premium Robusta Natural Tuang Coffee 1kg;95785;13;110000;Jakarta Selatan;Tuang Coffee;5.0;10 rb+;10000;Robusta;Natural;Flores;Lokal;1000
Biji Kopi 100% Full Arabica Mandheling Roasted Commercial - ESPRESSO;40000;11;45000;Jakarta Utara;VOTRRO Coffee;4.9;4 rb+;4000;Arabika;Other;Mandheling;Other;Other
1kg Biji Kopi TOEKU Blend 100% Arabika untuk Kopi Susu;87500;0;87500;Tangerang Selatan;Kieta_coffee;5.0;2 rb+;2000;Blend;Other;Blend;Other;1000
KOPI AROMA BANDUNG - ARABIKA / ROBUSTA FRESH ASLI - Bubuk / Biji 250gr;33500;0;33500;Bandung;Tokomart Shop;5.0;10 rb+;10000;Blend;Other;Other;Other;250
Roasted Bean Primo Blend Tuang Coffee (Arabica dan Robusta) 1kg;135817;31;197500;Jakarta Selatan;Tuang Coffee;5.0;10 rb+;10000;Blend;Other;Flores;Lokal;1000
TUKU - Biji Kopi Arabika: Cipete Blend (250 gram);98000;0;98000;Jakarta Selatan;Toko Kopi Tuku;4.9;1 rb+;1000;Blend;Other;Blend;Other;250
Kopi Arabika Ijen Bondowoso Espresso 1kg | Commercial Coffee Beans;100000;29;140000;Jakarta Timur;Maillard Coffee Roaster;4.9;250+;250;Arabika;Other;Ijen;Lokal;1000
Kopi Susu Blend 100% Robusta 1kg Coffee Beans Biji Kopi;88800;0;88800;Jakarta Utara;Paralel Coffee;5.0;1 rb+;1000;Blend;Other;Blend;Other;1000
Kopi Robusta Dampit Natural 1kg (biji/bubuk) - Biji Kopi;85000;0;85000;Kab. Malang;filosofi cafe;5.0;4 rb+;4000;Robusta;Natural;Dampit;Lokal;1000
Decaf Colombia Dekaf Single Origin Arabica 200g biji kopi coffee beans;109000;0;109000;Jakarta Utara;Paralel Coffee;4.9;500+;500;Arabika;Other;Other;Other;Other
Kopi Fajarasa Aceh Gayo Biji Kopi Arabica 500 gram;125000;0;125000;Jakarta Barat;Kopi Jayakarta;4.9;500+;500;Arabika;Other;Gayo;Lokal;500
Biji Kopi 100% Arabica ACEH GAYO Roasted Commercial 1kg - ESPRESSO;110000;8;120000;Jakarta Timur;Maillard Coffee Roaster;4.9;1 rb+;1000;Arabika;Other;Gayo;Lokal;1000
Biji Kopi Fine Robusta Flores Manggarai 1KG by kieta coffee;65900;0;65900;Tangerang Selatan;Kieta_coffee;4.9;1 rb+;1000;Robusta;Other;Flores;Lokal;1000
Kopi Arabika Gayo Wine Arabica Coffee 200gr Sakha Roastery Biji Bubuk;79900;33;119000;Bekasi;Sakha Coffee Roastery;4.9;1 rb+;1000;Arabika;Wine;Gayo;Lokal;200
Anomali Coffee Biji Kopi Black Pearl 500gr;180000;20;225000;Jakarta Selatan;Anomali Coffee;5.0;1 rb+;1000;Other;Other;Other;Other;500
illy Coffee - Classico - Biji Kopi 250 gr;202000;0;202000;Jakarta Pusat;illyIndonesia;5.0;100+;100;Other;Other;Other;Other;250
Kopi Polomero Espresso Blend 500 Gram (Biji/Bubuk) | Worcas Coffee;98000;19;121000;Jakarta Barat;WORCAS COFFEE;4.9;1 rb+;1000;Blend;Other;Blend;Other;500
Single Origin Arabica Fullwash Espresso 1kg (Coffee Roasted Beans);190000;0;190000;Bandung;Flood Coffee Roastery;5.0;250+;250;Arabika;Wash;Other;Other;1000
WorkshopBrother Kopi Robusta Lampung 1Kg - Biji atau Bubuk;85000;0;85000;Jakarta Barat;Workshop Brother;4.9;1 rb+;1000;Robusta;Other;Lampung;Lokal;1000
Kopi Arabika Sunda Aromanis | Biji Kopi Single Origin Arabica 200gr;59900;0;59900;Jakarta Barat;RALA KOPI & ROASTERY;4.9;100+;100;Arabika;Other;Sunda;Lokal;200
Kopi Arabika Semendo | Biji Kopi Single Origin Arabica 200gr;58702;2;59900;Jakarta Barat;RALA KOPI & ROASTERY;4.9;250+;250;Arabika;Other;Semendo;Lokal;200
Kopi Fajarasa Italian Espresso Biji Kopi Espresso Blend 500 gram;100000;0;100000;Jakarta Barat;Kopi Jayakarta;4.9;250+;250;Blend;Other;Blend;Other;500
Biji kopi sangrai fine robusta gayo - natural proses - 100 gram;10000;0;10000;Bekasi;Distributor cafe;5.0;1;1;Robusta;Natural;Gayo;Lokal;100
Biji Kopi Blend 50/50 Kopi Susu Ekonomis 1 KG | 1KG;120000;0;120000;Jakarta Selatan;agroastery;5.0;9 rb+;9000;Blend;Other;Blend;Other;1000
BIJI KOPI 250 GR 100 % ARABICA espresso blend es kopi susu;50000;0;50000;Bandung;Herd Coffee and Co;5.0;1 rb+;1000;Blend;Other;Blend;Other;250
Excelso Robusta Gold Biji Kopi 200 Gram;29230;21;37000;Malang;Galuh MM;5.0;250+;250;Robusta;Other;Other;Other;200
KOPI ARABIKA HALU BANANA HONEY 200 GRAM BIJI DAN BUBUK;76999;0;76999;Bandung;Sutoyo Coffee;4.9;2 rb+;2000;Arabika;Honey;Halu;Lokal;200
Excelso Kopi Java Arabica Biji 200G;60000;0;60000;Jakarta Pusat;Excelso Official Store;5.0;1 rb+;1000;Arabika;Other;Java;Lokal;Other
ROAST BEAN ROBUSTA TEMANGGUNG JUAL BIJI KOPI HARGA GROSIR - 1KG, BIJI;65000;0;65000;Kab. Sleman;REMBULAN COFFEE;4.9;1 rb+;1000;Robusta;Other;Temanggung;Lokal;1000
% Arabica Blend 200 gram ( coffee beans );185000;31;269000;Jakarta Selatan;% ARABICA;4.9;2 rb+;2000;Blend;Other;Blend;Other;200
Kopi Arabica Toraja biji bubuk origin roasted SEMEKAR Coffee - 200 gr;39560;8;43000;Tangerang Selatan;Semekar;4.9;1 rb+;1000;Arabika;Other;Toraja;Lokal;200
Biji Kopi 1kg 50/50 whole bean coffee es kopi susu grosir blend;30000;0;30000;Kab. Sleman;Space Roastery;5.0;10 rb+;10000;Blend;Other;Blend;Other;1000
Biji Kopi 1kg 100% arabica whole bean coffee es kopi susu grosir bahan;35000;0;35000;Kab. Sleman;Space Roastery;5.0;4 rb+;4000;Arabika;Other;Other;Other;1000
Espresso Blend 500 gram Roast Bean Coffee Biji Kopi;94900;2;97000;Depok;TADI PAGI ROASTERY;5.0;100+;100;Blend;Other;Blend;Other;500
Kopi Signature Espresso House Blend Coffee Beans 1Kg ( Biji / Bubuk );179900;53;379900;Bekasi;Sakha Coffee Roastery;5.0;1 rb+;1000;Blend;Other;Blend;Other;1000
Excelso Arabica Gold - Biji Kopi 200 gr;46200;0;46200;Jakarta Barat;HB Solution;5.0;2 rb+;2000;Arabika;Other;Other;Other;200
Kopi Arabica Gayo Natural Wine 500 gr (bubuk/biji);108000;0;108000;Medan;Sopic Store;4.9;250+;250;Arabika;Natural;Gayo;Lokal;500
Biji Kopi Susu Arabika 50% Robusta 50% Coreros House Blend - 500gr;72100;0;72100;Kab. Tangerang;PT. Indotara Persada;4.9;100+;100;Blend;Other;Blend;Other;500
Biji Kopi Bubuk Robusta Sidikalang 1kg 1 kg;90000;0;90000;Jakarta Timur;kopidopi;4.9;1 rb+;1000;Robusta;Other;Sidikalang;Lokal;1000
Biji Kopi Bubuk Robusta Lampung 1kg 1 kg;75000;0;75000;Jakarta Timur;kopidopi;4.9;9 rb+;9000;Robusta;Other;Lampung;Lokal;1000
ROBUSTA LAMPUNG kopi fine robusta premium biji bubuk MURRELL COFFEE;40000;0;40000;Jakarta Barat;MURRELL COFFEE ROASTERS;5.0;4 rb+;4000;Robusta;Other;Lampung;Lokal;Other
EXCELSO Java Arabica - Biji Kopi 200 gr;50000;21;63300;Kab. Tangerang;Kapal Api Store;4.9;1 rb+;1000;Arabika;Other;Java;Lokal;200
Blueberry Blast Natural Anaerob Arabica Coffee Arabika Biji Kopi Bubuk;62000;25;82708;Jakarta Barat;The Cold Crafters;4.9;1 rb+;1000;Arabika;Natural;Other;Other;Other
Biji Kopi Arabika Kerinci Natural Arabica Coffee Bean Manual Brew 200g;79900;68;250000;Bekasi;Sakha Coffee Roastery;4.9;250+;250;Arabika;Natural;Kerinci;Lokal;Other
BIJI KOPI 1KG | NERACA HOUSEBLEND ESPRESSO;150000;0;150000;Tangerang Selatan;Alaric Coffee Roasters;5.0;100+;100;Blend;Other;Blend;Other;1000
Kopi Arabika Kerinci Natural | Biji Kopi Single Origin Arabica 200gr;59900;0;59900;Jakarta Barat;RALA KOPI & ROASTERY;4.9;250+;250;Arabika;Natural;Kerinci;Lokal;200
Anomali Coffee Biji Kopi Black Pearl;100000;20;125000;Jakarta Selatan;Anomali Coffee;5.0;2 rb+;2000;Other;Other;Other;Other;Other
Kerinci Washed - Instinct Coffee - Biji Kopi;135000;0;135000;Tangerang;Instinct Coffee Roastery;5.0;100+;100;Other;Wash;Kerinci;Lokal;Other
Seniman Coffee Beans / Biji Kopi Totally Decaf;161000;0;161000;Kab. Gianyar;Seniman Coffee;4.9;750+;750;Other;Other;Other;Other;Other
Biji Kopi Bubuk Robusta Toraja 1 kg 1kg Kopi Susu;85000;15;100000;Jakarta Timur;kopidopi;5.0;1 rb+;1000;Robusta;Other;Toraja;Lokal;1000
% Arabica Sumatra Simalem 200 gram Single Origin ( coffee beans );185000;18;225000;Jakarta Pusat;% ARABICA;4.9;100+;100;Arabika;Other;Simalem;Other;200
Kopi Arabika Kerinci Kayu Aro 1 Kg ( Biji / Bubuk );225000;0;225000;Jakarta Selatan;Kafein;4.9;500+;500;Arabika;Other;Kerinci;Lokal;1000
Biji Kopi Bubuk Arabika Papua Wamena Arabica Coffee Beans Coffe 200 gr;79900;58;189900;Bekasi;Sakha Coffee Roastery;4.9;2 rb+;2000;Arabika;Other;Papua;Lokal;200
Kopi Arabica Mandheling 200 Gram (Biji/Bubuk) | Worcas Coffee;47500;21;60000;Jakarta Barat;WORCAS COFFEE;4.9;500+;500;Arabika;Other;Mandheling;Other;200
Biji Kopi Arabika Single Origin Gayo Wine;42500;15;50000;Kab. Sleman;Asta Java;4.9;50+;50;Arabika;Wine;Gayo;Lokal;Other
Kopi Arabika lintong Natural Sumatra Biji Kopi Matang Bubuk 1kg;68000;28;95000;Tangerang;VROOM COFFEE ROASTERY;5.0;3;3;Arabika;Natural;Lintong;Lokal;1000
Kopi Luwak Liar ARABIKA Aceh Gayo ASLI biji kopi arabica LIMITED - 100g, Biji Sangrai;159000;12;180000;Jakarta Utara;Mr. O Coffee;4.9;250+;250;Arabika;Luwak;Gayo;Lokal;Other
Kopi Arabika SUWARNADWIPA STRAWBERRY Limited Single Origin mrocoffee - 200g, Biji Sangrai;129000;14;150000;Jakarta Utara;Mr. O Coffee;4.9;1 rb+;1000;Arabika;Other;Suwarnadwipa;Lokal;Other
Kopi Arabika GAYO WINE | biji Kopi Aceh single origin arabica SPECIAL - 100g, Biji Sangrai;85000;15;100000;Jakarta Utara;Mr. O Coffee;4.9;10 rb+;10000;Arabika;Wine;Gayo;Lokal;Other
Biji Kopi Arabika Specialty Ethiopia Yirgacheffe Fullwash;87500;35;135000;Kab. Sleman;Asta Java;4.9;30+;30;Arabika;Wash;Yirgacheffe;Internasional;Other
BIJI KOPI ETHIOPIA SIDAMO;95000;0;95000;Medan;Coaster Roastery;5.0;18;18;Other;Other;Sidamo;Internasional;Other
Kopi Burundi honey process ;75000;23;98000;Semarang;Panna Coffee;5.0;6;6;Other;Honey;Burundi;Other;Other
kopi arabika gayo specialty (full wash) - 1kg | biji/bubuk;190000;0;190000;Bekasi;kunthara coffee;5.0;100+;100;Arabika;Wash;Gayo;Lokal;1000
Biji Kopi Bubuk Robusta Sidikalang Asli Coffee Beans Espresso 250gr;39900;73;150000;Bekasi;Second Step Coffee;5.0;250+;250;Robusta;Other;Sidikalang;Lokal;250
Biji Kopi Bubuk Arabika Papua Wamena Arabica Coffee Beans Roasted Bean - 100 Gram, Biji Kopi;42999;52;89900;Jakarta Barat;toko kopi kurawa;5.0;1 rb+;1000;Arabika;Other;Papua;Lokal;100
Kopi Special Gold Espresso House Blend Coffee Beans Coffe 500 Gram - Biji Kopi;104900;19;129900;Bekasi;Sakha Coffee Roastery;5.0;1 rb+;1000;Blend;Other;Blend;Other;500
Teryco Roasters Ageng Rejeki - Biji Kopi Houseblend Full Robusta Kopsu - 200 Gr;28000;0;28000;Surakarta;astery;5.0;12;12;Blend;Other;Blend;Other;200
Kopi Robusta Dampit Natural 1kg (biji/bubuk);85000;0;85000;Kab. Malang;filosofi cafe;5.0;4 rb+;4000;Robusta;Natural;Dampit;Lokal;1000
Anomali Coffee Biji Kopi Toraja Bittuang - Whole Beans;125000;0;125000;Jakarta Selatan;Anomali Coffee;5.0;30+;30;Other;Other;Toraja;Lokal;Other
Kopi Fajarasa Papua Wamena Biji Kopi Arabica 500 gram - Biji Utuh;170000;0;170000;Jakarta Barat;Kopi Jayakarta;4.9;250+;250;Arabika;Other;Papua;Lokal;500
Kopi Arabika Kintamani Bali Arabica Coffee Roast Beans 200g Biji Bubuk;59900;41;101999;Bekasi;Second Step Coffee;5.0;1 rb+;1000;Arabika;Other;Kintamani;Lokal;Other
TUKU - Biji Kopi Arabika: Tetangga Blend (250 gram);90000;0;90000;Jakarta Selatan;Toko Kopi Tuku;4.9;3 rb+;3000;Blend;Other;Blend;Other;250
Kios Blend 30 Arabika 70 Robusta Kopi Susu Espresso Biji / Bubuk 250g;35000;0;35000;Jakarta Selatan;Irenk Beans;4.9;100+;100;Blend;Other;Blend;Other;Other
Biji Kopi 100% Full Arabica Mandheling Roasted Commercial - BEST PRICE - Biji Kopi;165000;0;165000;Jakarta Utara;VOTRRO Coffee;4.9;10 rb+;10000;Arabika;Other;Mandheling;Other;Other
KOPI BUBUK ARABIKA GAYO 1 KG (TAKENGON) - Biji Kopi;90000;5;95000;Jakarta Timur;kopiku-store;4.9;3 rb+;3000;Arabika;Other;Gayo;Lokal;1000
Biji Kopi Bubuk Arabika Flores Bajawa Arabica Coffee Omni Roast Beans;42999;52;89900;Jakarta Barat;toko kopi kurawa;5.0;1 rb+;1000;Arabika;Other;Flores;Lokal;Other
Sumatera Lintong Arabica Grade 1 Biji Kopi Roasted Beans - GILING HALUS, 100 gram;46000;25;61364;Jakarta Barat;The Cold Crafters;4.9;1 rb+;1000;Arabika;Other;Lintong;Lokal;100
Bali Bo'hem Biji Kopi Organik Arabika BATAK (pouch) - Single Origin - 200g;89500;0;89500;Kab. Badung;Bali Bohem Deli;5.0;12;12;Arabika;Other;Bali;Lokal;Other
Kopi Susu Blend 100% Robusta 1kg Coffee Beans Biji Kopi - Coarse/Kasar;88800;0;88800;Jakarta Utara;Paralel Coffee;5.0;1 rb+;1000;Blend;Other;Blend;Other;1000
Biji Kopi Fine Robusta Dampit Malang 1Kg By Kieta Coffee;25000;0;25000;Tangerang Selatan;Kieta_coffee;5.0;2 rb+;2000;Robusta;Other;Dampit;Lokal;1000
Gayo Natural Single Estate Arabica 200g biji kopi coffee beans;86000;0;86000;Jakarta Utara;Paralel Coffee;5.0;100+;100;Arabika;Natural;Gayo;Lokal;Other
Biji Kopi 100% Arabica ACEH GAYO Roasted Commercial 1kg - ESPRESSO - Bubuk Kasar;110000;8;120000;Jakarta Timur;Maillard Coffee Roaster;4.9;1 rb+;1000;Arabika;Other;Gayo;Lokal;1000
Kopi Robuta Dampit Malang 1 Kg (Biji/Bubuk);65000;0;65000;Kab. Malang;Toko Kopi Baroka Djaya;4.9;500+;500;Other;Other;Dampit;Lokal;1000
Kopi Luwak Liar ARABIKA Aceh Gayo ASLI biji kopi arabica LIMITED;159000;12;180000;Jakarta Utara;Mr. O Coffee;4.9;250+;250;Arabika;Luwak;Gayo;Lokal;Other
Kopi Fajarasa Papua Wamena Biji Kopi Arabica 500 gram;170000;0;170000;Jakarta Barat;Kopi Jayakarta;4.9;250+;250;Arabika;Other;Papua;Lokal;500
